File Name;Game Title;Rpi 1 Status;Rpi 2 Status;Rpi 3 Status;Parent;BIOS;Samples;Notes;Year;Manufacturer;Played
lotlot;Lot Lot;Untested;Untested;Untested;;;;;1985;Irem (licensed from Tokuma Shoten);
lottofun;Lotto Fun;Untested;Untested;Untested;;;;;1987;H.A.R. Management;
lrescue;Lunar Rescue;Untested;Untested;Untested;;;invaders;;1979;Taito;
lresort;Last Resort;Untested;Untested;Untested;;neogeo;;;1992;SNK;
lsasquad;Land Sea Air Squad / Riku Kai Kuu Saizensen;Untested;Untested;Untested;;;;;1986;Taito;
luckywld;Lucky & Wild;Untested;Untested;Untested;;;;;1992;Namco;
lupin3;Lupin III;Untested;Untested;Untested;;;;;1980;Taito;
lvgirl94;Las Vegas Girl (Girl '94);Untested;Untested;Untested;;;;;1994;Comad;
lwings;Legendary Wings (US set 1);Untested;Untested;Untested;;;;;1986;Capcom;
m4;M-4;Untested;Untested;Untested;;;;;1977;Midway;
m660;Mission 660 (US);Untested;Untested;Untested;;;;;1986;[Woodplace Inc.] Taito America Corporation;
m79amb;M79 Ambush;Untested;Untested;Untested;;;;;1977;RamTek;
mace;Mace: The Dark Age;Untested;Untested;Untested;;;;;1996;Atari Games;
machbrkr;Mach Breakers (Japan);Untested;Untested;Untested;;;;;1995;Namco;
machomou;Macho Mouse;Untested;Untested;Untested;;;;;1982;Techstar;
machridr;Vs. Mach Rider (Endurance Course Version);Untested;Untested;Untested;;;;;1985;Nintendo;
macross2;Super Spacefortress Macross II / Chou-Jikuu Yousai Macross II;Untested;OK;OK;;;;;1993;Banpresto;
madcrash;Mad Crasher;Untested;Untested;Untested;;;;;1984;SNK;
maddonna;Mad Donna (set 1);Untested;Untested;Untested;;;;;1995;Tuning;
madgear;Mad Gear (US);Untested;Untested;Untested;;;;;1989;Capcom;
madmotor;Mad Motor;Untested;Untested;Untested;;;;;1989;Mitchell;
madshark;Mad Shark;Untested;Untested;Untested;;;;;1993;Allumer;
magdrop2;Magical Drop II;Untested;Untested;Untested;;neogeo;;;1996;Data East Corporation;
magdrop3;Magical Drop III;Untested;Untested;OK;;neogeo;;;1997;Data East Corporation;
magicbub;Magic Bubble;Untested;Untested;Untested;;;;;;Yun Sung;
magix;Magix / Rock;Untested;Untested;Untested;;;;;1995;Yun Sung;
maglord;Magician Lord (set 1);Untested;Untested;Untested;;neogeo;;;1990;Alpha Denshi Co.;
magmax;Mag Max;Untested;Untested;Untested;;;;;1985;Nichibutsu;
magspot;Magical Spot;Untested;Untested;Untested;;;;;1980;Universal;
magspot2;Magical Spot II;Untested;Untested;Untested;;;;;1980;Universal;
mahmajn;Tokoro San no MahMahjan;Untested;Untested;Untested;;;;;1992;Sega;
mahmajn2;Tokoro San no MahMahjan 2;Untested;Untested;Untested;;;;;1994;Sega;
mahoudai;Mahou Daisakusen (Japan);Untested;Untested;Untested;;;;;1993;Raizing (Able license);
mahretsu;Mahjong Kyoretsuden;Untested;Untested;Untested;;neogeo;;;1990;SNK;
maiko;Maikobana (Japan 900802);Untested;Untested;Untested;;;;;1990;Nichibutsu;
mainevt;The Main Event (4 Players ver. Y);Untested;Untested;Untested;;;;;1988;Konami;
mainsnk;Main Event (1984);Untested;Untested;Untested;;;;;1984;SNK;
majs101b;Mahjong Studio 101 [BET] (Japan);Untested;Untested;Untested;;;;;1988;Dynax;
majtitl2;Major Title 2 (World);Untested;Untested;Untested;;;;;1992;Irem;
majtitle;Major Title (Japan);Untested;Untested;Untested;;;;;1990;Irem;
maniach;Mania Challenge (set 1);Untested;Untested;OK;;;;;1986;Technos (Taito America license);
maniacsq;Maniac Square (unprotected);Untested;Untested;Untested;;;;;1996;Gaelco;
manybloc;Many Block;Untested;Untested;Untested;;;;;1991;Bee-Oh;
mappy;Mappy (US);Untested;Untested;OK;;;;;1983;Namco;
marble;Marble Madness (set 1);Untested;OK;OK;;;;;1984;Atari Games;
marineb;Marine Boy;Untested;Untested;Untested;;;;;1982;Orca;
mariner;Mariner;Untested;Untested;Untested;;;;;1981;Amenip;
mario;Mario Bros. (US);Untested;OK;OK;;;;;1983;Nintendo of America;
markham;Markham;Untested;Untested;Untested;;;;;1983;Sun Electronics;
mars;Mars;Untested;Untested;Untested;;;;;1981;Artic;
marukin;Super Marukin-Ban;Untested;Untested;Untested;;;;;1990;Yuga;
marukodq;Chibi Marukochan Deluxe Quiz;Untested;Untested;Untested;;neogeo;;;1995;Takara;
marvins;Marvin's Maze;Untested;Untested;Untested;;;;;1983;SNK;
masterw;Master of Weapon (World);Untested;Untested;Untested;;;;;1989;Taito Corporation Japan;
mastkin;The Masters of Kin;Untested;Untested;Untested;;;;;1988;Du Tech;
matmania;Mat Mania;Untested;Untested;OK;;;;;1985;Technos (Taito America license);
mausuke;Mausuke no Ojama the World;Untested;Untested;Untested;;;;;1995;Data East;
maxforce;Maximum Force v1.05;Untested;Untested;Untested;;;;;1996;Atari Games;
maxrpm;Max RPM;Untested;Untested;Untested;;;;;1986;Bally Midway;
maya;Maya;Untested;Untested;Untested;;;;;1994;Promat;
mayday;Mayday (set 1);Untested;Untested;Untested;;;;;1980;<unknown>;
mayhem;Mayhem 2002;Untested;Untested;Untested;;;;;1985;Cinematronics;
mayumi;Kikiippatsu Mayumi-chan (Japan);Untested;Untested;Untested;;;;;1988;[Sanritsu] Victory L.L.C.;
maze;Amazing Maze;Untested;Untested;Untested;;;;;1976;Midway;
mazinger;Mazinger Z;Untested;Untested;Untested;;;;;1994;Banpresto/Dynamic Pl. Toei Animation;
mcatadv;Magical Cat Adventure;Untested;Untested;Untested;;;;;1993;Wintechno;
mcnpshnt;Mahjong Campus Hunting (Japan);Untested;Untested;Untested;;;;;1990;Dynax;
mcontest;Miss Mahjong Contest (Japan);Untested;Untested;Untested;;;;;1989;Nichibutsu;
mechatt;Mechanized Attack (World);Untested;Untested;Untested;;;;;1989;SNK;
medlanes;Meadows Lanes;Untested;Untested;Untested;;;;;1977;Meadows Games, Inc.;
megab;Mega Blast (World);Untested;Untested;Untested;;;;;1989;Taito Corporation Japan;
megadon;Megadon;Untested;Untested;Untested;;;;;1982;Epos Corporation (Photar Industries license);
megaman;Mega Man - The Power Battle (CPS1 Asia 951006);Untested;OK;Untested;;;;;1995;Capcom;
megaman2;Mega Man 2: The Power Fighters (US 960708);Untested;OK;Untested;;;;;1996;Capcom;
megaplay;MegaPlay- Bios;Untested;Untested;Untested;;;;;1993;Sega;
megatack;MegaTack;Untested;Untested;Untested;;;;;1980;GamePlan (Centuri license);
megatech;MegaTech- Bios;Untested;Untested;Untested;;;;;1989;Sega;
megazone;Mega Zone;Untested;Untested;Untested;;;;;1983;Konami;
meosism;Meosis Magic (Japan);Untested;Untested;Untested;;;;;;Sammy;
mercs;Mercs (World 900302);Untested;OK;Untested;;;;;1990;Capcom;
metafox;Meta Fox;Untested;Untested;Untested;;;;;1989;Seta;
metalb;Metal Black (World);Untested;Untested;Untested;;;;;1991;Taito Corporation Japan;
metamrph;Metamorphic Force (US ver UAA);Untested;Untested;Untested;;;;;1993;Konami;
metlclsh;Metal Clash (Japan);Untested;Untested;Untested;;;;;1985;Data East;
metlhawk;Metal Hawk (Japan);Untested;Untested;Untested;;;;;1988;Namco;
metmqstr;Metamoqester;Untested;OK;Untested;;;;;1995;Banpresto/Pandorabox;
metrocrs;Metro-Cross (set 1);Untested;Untested;Untested;;;;;1985;Namco;
mfunclub;Mahjong Fun Club - Idol Saizensen (Japan);Untested;Untested;Untested;;;;;1989;Video System Co.;
mgakuen;Mahjong Gakuen;Untested;Untested;Untested;;;;;1988;Yuga;
mgakuen2;Mahjong Gakuen 2 Gakuen-chou no Fukushuu;Untested;Untested;Untested;;;;;1989;Face;
mgcrystl;Magical Crystals (World);Untested;Untested;Untested;;;;;1991;Kaneko;
mgmen89;Mahjong G-MEN'89 (Japan 890425);Untested;Untested;Untested;;;;;1989;Nichibutsu;
mhavoc;Major Havoc (rev 3);Untested;Untested;OK;;;;;1983;Atari;
mhgaiden;Mahjong Hourouki Gaiden (Japan);Untested;Untested;Untested;;;;;1987;Home Data;
mia;M.I.A. - Missing in Action (version T);Untested;Untested;Untested;;;;;1989;Konami;
miexchng;Money Puzzle Exchanger / Money Idol Exchanger;Untested;Untested;Untested;;neogeo;;;1997;Face;
mightybj;Vs. Mighty Bomb Jack (Japan);Untested;Untested;Untested;;;;;1986;Tecmo;
mikie;Mikie;Untested;Untested;Untested;;;;;1984;Konami;
milliped;Millipede;Untested;Untested;Untested;;;;;1982;Atari;
mimonkey;Mighty Monkey;Untested;Untested;Untested;;;;;;Universal Video Games;
minasan;Minnasanno Okagesamadesu;Untested;Untested;Untested;;neogeo;;;1990;Monolith Corp.;
minefld;Minefield;Untested;Untested;Untested;;;;;1983;Stern;
mineswpr;Minesweeper;Untested;Untested;Untested;;;blockade;;1977;Amutech;
minferno;Inferno (S2650);Untested;Untested;Untested;;;;;1978;Meadows;
minigolf;Mini Golf (set 1);Untested;Untested;Untested;;;;;1985;Bally/Sente;
minivadr;Minivader;Untested;Untested;Untested;;;;;1990;Taito Corporation;
mirninja;Mirai Ninja (Japan);Untested;Untested;Untested;;;;;1988;Namco;
missile;Missile Command (set 1);Untested;Untested;OK;;;;;1980;Atari;
missw96;Miss World '96 Nude;Untested;Untested;Untested;;;;;1996;Comad;
mj4simai;Wakakusamonogatari Mahjong Yonshimai (Japan);Untested;Untested;Untested;;;;;1996;Maboroshi Ware;
mjanbari;Medal Mahjong Janjan Baribari [BET] (Japan);Untested;Untested;Untested;;;;;1992;Nichibutsu/Yubis/AV JAPAN;
mjangels;Mahjong Angels - Comic Theater Vol.2 (Japan);Untested;Untested;Untested;;;;;1991;Dynax;
mjcamera;Mahjong Camera Kozou (Japan 881109);Untested;Untested;Untested;;;;;1988;MIKI SYOUJI;
mjclinic;Mahjong Clinic (Japan);Untested;Untested;Untested;;;;;1988;Home Data;
mjderngr;Mahjong Derringer (Japan);Untested;Untested;Untested;;;;;1989;Dynax;
mjdialq2;Mahjong Dial Q2 (Japan);Untested;Untested;Untested;;;;;1991;Dynax;
mjdiplob;Mahjong Diplomat [BET] (Japan);Untested;Untested;Untested;;;;;1987;Dynax;
mjegolf;Mahjong Erotica Golf (Japan);Untested;Untested;Untested;;;;;1994;FUJIC/AV JAPAN;
mjfocus;Mahjong Focus (Japan 890313);Untested;Untested;Untested;;;;;1989;Nichibutsu;
mjfriday;Mahjong Friday (Japan);Untested;Untested;Untested;;;;;1989;Dynax;
mjgottsu;Mahjong Gottsu ee-kanji (Japan);Untested;Untested;Untested;;;;;1991;Nichibutsu;
mjhokite;Mahjong Hourouki Okite (Japan);Untested;Untested;Untested;;;;;1988;Home Data;
mjkinjas;Mahjong Kinjirareta Asobi (Japan);Untested;Untested;Untested;;;;;1991;Home Data;
mjkjidai;Mahjong Kyou Jidai (Japan);Untested;Untested;Untested;;;;;1986;Sanritsu;
mjkoiura;Mahjong Koi Uranai (Japan);Untested;Untested;Untested;;;;;1992;Nichibutsu;
mjkojink;Mahjong Kojinkyouju (Private Teacher) (Japan);Untested;Untested;Untested;;;;;1989;Home Data;
mjlaman;Mahjong La Man (Japan);Untested;Untested;Untested;;;;;1993;Nichibutsu/AV JAPAN;
mjleague;Major League;Untested;Untested;Untested;;;;;1985;Sega;
mjlstory;Mahjong Jikken Love Story (Japan);Untested;Untested;Untested;;;;;1991;Nichibutsu;
mjnanpas;Mahjong Nanpa Story (Japan 890713);Untested;Untested;Untested;;;;;1989;BROOKS;
mjnatsu;Mahjong Natsu Monogatari (Japan);Untested;Untested;Untested;;;;;1989;Video System Co.;
mjnquest;Mahjong Quest (Japan);Untested;Untested;Untested;;;;;1990;Taito Corporation;
mjsikaku;Mahjong Shikaku (Japan 880908);Untested;Untested;Untested;;;;;1988;Nichibutsu;
mjsister;Mahjong Sisters (Japan);Untested;Untested;Untested;;;;;1986;Toaplan;
mjuraden;Mahjong Uranai Densetsu (Japan);Untested;Untested;Untested;;;;;1992;Nichibutsu/Yubis;
mjyougo;Mahjong-yougo no Kisotairyoku (Japan);Untested;Untested;Untested;;;;;1989;Home Data;
mjyuugi;Mahjong Yuugi (Japan set 1);Untested;Untested;Untested;;;;;1990;Visco;
mkeibaou;Mahjong Keibaou (Japan);Untested;Untested;Untested;;;;;1993;Nichibutsu;
mladyhtr;Mahjong THE LADY HUNTER (Japan 900509);Untested;Untested;Untested;;;;;1990;Nichibutsu;
mmatrix;Mars Matrix: Hyper Solid Shooting (US 000412);Untested;OK;Untested;;;;;2000;Capcom, supported by Takumi;
mmaze;Marchen Maze (Japan);Untested;Untested;OK;;;;;1988;Namco;
mmehyou;Medal Mahjong Circuit no Mehyou [BET] (Japan);Untested;Untested;Untested;;;;;1992;Nichibutsu/Kawakusu;
mmonkey;Minky Monkey;Untested;Untested;Untested;;;;;1982;Technos + Roller Tron;
mmpanic;Monkey Mole Panic (USA);Untested;Untested;Untested;;;;;1992;Nakanihon + East Technology (Taito license);
mnight;Mutant Night;Untested;Untested;Untested;;;;;1987;UPL (Kawakus license);
mofflott;Maze of Flott (Japan);Untested;Untested;Untested;;;;;1989;Taito Corporation;
moguchan;Moguchan;Untested;Untested;Untested;;;;;1982;Orca (Eastern Commerce Inc. license) (bootleg?);
mogura;Mogura Desse;Untested;Untested;Untested;;;;;1991;Konami;
mole;Mole Attack;Untested;Untested;Untested;;;;;1982;Yachiyo Electronics, Ltd.;
momoko;Momoko 120%;Untested;Untested;Untested;;;;;1986;Jaleco;
monsterb;Monster Bash;Untested;Untested;Untested;;;;;1982;Sega;
montecar;Monte Carlo;Untested;Untested;Untested;;;;;1979;Atari;
monymony;Money Money;Untested;Untested;Untested;;;;;1983;Zaccaria;
moo;Wild West C.O.W.-Boys of Moo Mesa (World version EA);Untested;OK;Untested;;;;;1992;Konami;
moonal2;Moon Alien Part 2;Untested;Untested;Untested;;;;;1980;Nichibutsu;
mooncrst;Moon Cresta (Nichibutsu);Untested;Untested;Untested;;;;;1980;Nichibutsu;
moonqsr;Moon Quasar;Untested;Untested;Untested;;;;;1980;Nichibutsu;
moonwar;Moonwar;Untested;Untested;Untested;;;;;1981;Stern;
mosaic;Mosaic;Untested;Untested;Untested;;;;;1990;Space;
mosyougi;Syougi No Tatsujin - Master of Syougi;Untested;Untested;Untested;;neogeo;;;1995;ADK / SNK;
motos;Motos;Untested;Untested;Untested;;;;;1985;Namco;
mouja;Mouja (Japan);Untested;Untested;Untested;;;;;1996;Etona;
mouser;Mouser;Untested;Untested;Untested;;;;;1983;UPL;
mpangj;Mighty! Pang (Japan 001011);Untested;OK;Untested;;;;;2000;Mitchell, distributed by Capcom;
mpatrol;Moon Patrol;Untested;OK;OK;;;;;1982;Irem;
mplanets;Mad Planets;Untested;Untested;OK;;;;;1983;Gottlieb;
mrdo;Mr. Do!;Untested;OK;Untested;;;;;1982;Universal;
mrflea;The Amazing Adventures of Mr. F. Lea;Untested;Untested;Untested;;;;;1982;Pacific Novelty;
mrgoemon;Mr. Goemon (Japan);Untested;Untested;Untested;;;;;1986;Konami;
mrjong;Mr. Jong (Japan);Untested;Untested;Untested;;;;;1983;Kiwako;
mrkougar;Mr. Kougar;Untested;Untested;Untested;;;;;1984;ATW;
mrokumei;Mahjong Rokumeikan (Japan);Untested;Untested;Untested;;;;;1988;Home Data;
mrtnt;Mr. TNT;Untested;Untested;Untested;;;;;1983;Telko;
mrviking;Mister Viking;Untested;Untested;Untested;;;;;1984;Sega;
mscoutm;Mahjong Scout Man (Japan);Untested;Untested;Untested;;;;;1994;SPHINX/AV JAPAN;
msgundam;Mobile Suit Gundam;Untested;Untested;Untested;;;;;1993;Banpresto;
msh;Marvel Super Heroes (Euro 951024);Untested;Untested;OK;;;;;1995;Capcom;
mshuttle;Moon Shuttle (US?);Untested;Untested;Untested;;;;;1981;Nichibutsu;
mshvsf;Marvel Super Heroes Vs. Street Fighter (US 970827);Untested;OK;OK;;;;;1997;Capcom;
msisaac;Metal Soldier Isaac II;Untested;Untested;Untested;;;;;1985;Taito Corporation;
msjiken;Mahjong Satsujin Jiken (Japan 881017);Untested;Untested;Untested;;;;;1988;Nichibutsu;
mslider;Monster Slider (Japan);Untested;Untested;Untested;;;;;1997;Visco / Datt Japan;
mslug;Metal Slug - Super Vehicle-001;Untested;OK;OK;;neogeo;;;1996;Nazca;
mslugx;Metal Slug X - Super Vehicle-001;Untested;Untested;OK;;neogeo;;;1999;SNK;
mspacman;Ms. Pac-Man;Untested;OK;OK;;;;;1981;Midway;
msword;Magic Sword - Heroic Fantasy (World 900725);Untested;OK;OK;;;;;1990;Capcom;
mtlchamp;Martial Champion (Europe ver EAA);Untested;Untested;Untested;;;;;1993;Konami;
mtrap;Mouse Trap (version 5);Untested;Untested;Untested;;;;;1981;Exidy;
mtwins;Mega Twins (World 900619);Untested;OK;Untested;;;;;1990;Capcom;
mugsmash;Mug Smashers;Untested;Untested;Untested;;;;;;Electronic Devices Italy / 3D Games England;
multchmp;Multi Champ (Korea);Untested;Untested;Untested;;;;;1998;ESD;
mustache;Mustache Boy;Untested;Untested;Untested;;;;;1987;[Seibu Kaihatsu] (March license);
mustang;US AAF Mustang (Japan);Untested;Untested;Untested;;;;;1990;UPL;
mutantf;Mutant Fighter (World Rev 4, EM-5);Untested;Untested;Untested;;;;;1992;Data East Corporation;
mutnat;Mutation Nation;Untested;Untested;Untested;;neogeo;;;1992;SNK;
mvsc;Marvel Vs. Capcom: Clash of Super Heroes (US 980123);Untested;OK;OK;;;;;1998;Capcom;
mx5000;MX5000;Untested;Untested;Untested;;;;;1987;Konami;
myangel;Kosodate Quiz My Angel (Japan);Untested;Untested;Untested;;;;;1996;Namco;
myangel2;Kosodate Quiz My Angel 2 (Japan);Untested;Untested;Untested;;;;;1997;Namco;
myangel3;Kosodate Quiz My Angel 3 (KQT1/VER.A);Untested;Untested;Untested;;;;;1998;Namco;
myhero;My Hero (US);Untested;Untested;Untested;;;;;1985;Sega;
mysticm;Mystic Marathon;Untested;Untested;Untested;;;;;1983;Williams;
mysticri;Mystic Riders (World);Untested;OK;Untested;;;;;1992;Irem;
mystston;Mysterious Stones - Dr. John's Adventure;Untested;Untested;Untested;;;;;1984;Technos;
mystwarr;Mystic Warriors (Europe ver EAA);Untested;OK;Untested;;;;;1993;Konami;
nam1975;NAM-1975;Untested;Untested;Untested;;neogeo;;;1990;SNK;
nametune;Name That Tune;Untested;Untested;Untested;;;;;1986;Bally/Sente;
naname;Naname de Magic! (Japan);Untested;Untested;Untested;;;;;1994;Atlus;
narc;Narc (rev 7.00);Untested;Untested;OK;;;;;1988;Williams;
nastar;Nastar (World);Untested;Untested;Untested;;;;;1988;Taito Corporation Japan;
natodef;NATO Defense;Untested;Untested;Untested;;;;;1982;Pacific Novelty;
naughtyb;Naughty Boy;Untested;Untested;Untested;;;;;1982;Jaleco;
navalone;Navalone;Untested;Untested;Untested;;;;;1980;Namco;
nbahangt;NBA Hangtime (rev L1.1 04/16/96);Untested;Untested;Untested;;;;;1996;Midway;
ncombat;Ninja Combat;Untested;Untested;Untested;;neogeo;;;1990;Alpha Denshi Co.;
ncommand;Ninja Commando;Untested;Untested;Untested;;neogeo;;;1992;Alpha Denshi Co.;
ncv1;Namco Classics Collection Vol.1;Untested;Untested;Untested;;;;;1995;Namco;
nebulray;Nebulas Ray (World);Untested;Untested;Untested;;;;;1994;Namco;
neckneck;Neck-n-Neck (v1.2);Untested;Untested;Untested;;;;;1992;Bundra Games/Incredible Technologies;
nekkyoku;Rettou Juudan Nekkyoku Janshi - Higashi Nippon Hen (Japan);Untested;Untested;Untested;;;;;1988;Video System Co.;
nemesis;Nemesis;Untested;Untested;Untested;;;;;1985;Konami;
nemo;Nemo (World 901130);Untested;OK;Untested;;;;;1990;Capcom;
neobattl;SD Gundam Neo Battling (Japan);Untested;Untested;Untested;;;;;1992;Banpresto / Sotsu Agency. Sunrise;
neobombe;Neo Bomberman;Untested;Untested;Untested;;neogeo;;;1997;Hudson;
neocup98;Neo-Geo Cup '98 - The Road to the Victory;Untested;Untested;Untested;;neogeo;;;1998;SNK;
neodrift;Neo Drift Out - New Technology;Untested;Untested;Untested;;neogeo;;;1996;Visco;
neogeo;Neo-Geo;Untested;Untested;Untested;;;;;1990;SNK;
neomrdo;Neo Mr. Do!;Untested;Untested;OK;;neogeo;;;1996;Visco;
nettoqc;Nettoh Quiz Champion (Japan);Untested;Untested;Untested;;;;;1995;Nakanihon;
netwars;Net Wars;Untested;Untested;Untested;;;;;1983;Orca (Esco Trading Co license);
newfant;New Fantasia;Untested;Untested;Untested;;;;;1995;Comad & New Japan System;
news;News;Untested;Untested;Untested;;;;;1993;Poby / Virus;
newsin7;New Sinbad 7;Untested;Untested;Untested;;;;;1983;ATW USA, Inc.;
ngpgal;Nekketsu Grand-Prix Gal (Japan);Untested;Untested;Untested;;;;;1991;Nichibutsu;
nibbler;Nibbler (set 1);Untested;OK;Untested;;;vanguard;;1982;Rock-ola;
nightstr;Night Striker (US);Untested;Untested;Untested;;;;;1989;Taito America Corporation;
ninclown;Ninja Clowns (08/27/91);Untested;Untested;Untested;;;;;1991;Strata/Incredible Technologies;
ninjak;The Ninja Kids (World);Untested;Untested;Untested;;;;;1990;Taito Corporation Japan;
ninjakd2;Ninja-Kid II (set 1);Untested;Untested;Untested;;;;;1987;UPL;
ninjakun;Ninjakun Majou no Bouken;Untested;Untested;Untested;;;;;1984;[UPL] (Taito license);
ninjamas;Ninja Master's - haoh-ninpo-cho;Untested;Untested;Untested;;neogeo;;;1996;ADK / SNK;
ninjaw;The Ninja Warriors (World);Untested;OK;Untested;;;;;1987;Taito Corporation Japan;
ninjemak;Ninja Emaki (US);Untested;Untested;Untested;;;;;1986;Nichibutsu;
nitd;Nightmare in the Dark;Untested;Untested;Untested;;neogeo;;;2000;Eleven / Gavaking;
nitedrvr;Night Driver;Untested;Untested;Untested;;;;;1976;Atari;
nitrobal;Nitro Ball (US);Untested;Untested;Untested;;;;;1992;Data East Corporation;
niyanpai;Niyanpai (Japan);Untested;Untested;Untested;;;;;1996;Nichibutsu;
nmouse;Naughty Mouse (set 1);Untested;Untested;Untested;;;;;1981;Amenip (Palcom Queen River);
nmsengen;Nekketsu Mahjong Sengen! AFTER 5 (Japan);Untested;Untested;Untested;;;;;1991;Video System Co.;
nomnlnd;No Man's Land;Untested;Untested;Untested;;;;;1980;Universal;
nost;Nostradamus;Untested;Untested;Untested;;;;;1993;Face;
nouryoku;Nouryoku Koujou Iinkai;Untested;Untested;Untested;;;;;1995;Tecmo;
nova2001;Nova 2001 (Japan);Untested;Untested;Untested;;;;;1983;UPL;
nrallyx;New Rally X;Untested;Untested;Untested;;;rallyx;;1981;Namco;yes
nspirit;Ninja Spirit;Untested;Untested;Untested;;;;;1988;Irem;
nss;Nintendo Super System- BIOS;Untested;Untested;Untested;;;;;;Nintendo;
nstocker;Night Stocker;Untested;Untested;Untested;;;;;1986;Bally/Sente;
ntopstar;Mahjong Nerae! Top Star (Japan);Untested;Untested;Untested;;;;;1990;Nichibutsu;
numanath;Numan Athletics (World);Untested;Untested;Untested;;;;;1993;Namco;
nunchaku;Nunchackun;Untested;Untested;Untested;;;;;1985;Taito;
nwarr;Night Warriors: Darkstalkers' Revenge (US 950406);Untested;OK;Untested;;;;;1995;Capcom;
nycaptor;N.Y. Captor;Untested;Untested;Untested;;;;;1985;Taito;
nyny;New York New York;Untested;Untested;Untested;;;;;1980;Sigma Enterprises Inc.;
offroad;Ironman Stewart's Super Off-Road;Untested;OK;Untested;;;;;1989;Leland Corp.;
offroadt;Ironman Stewart's Super Off-Road Track Pack;Untested;OK;Untested;;;;;1989;Leland Corp.;
offtwall;Off the Wall (2/3-player upright);Untested;Untested;Untested;;;;;1991;Atari Games;
ohmygod;Oh My God! (Japan);Untested;OK;Untested;;;;;1993;Atlus;
oisipuzl;Oishii Puzzle Ha Irimasenka;Untested;Untested;Untested;;;;;1993;Sunsoft + Atlus;
ojanko2;Ojanko Yakata 2bankan (Japan);Untested;Untested;Untested;;;;;1987;V-System Co.;
ojankoc;Ojanko Club (Japan);Untested;Untested;Untested;;;;;1986;V-System Co.;
ojankohs;Ojanko High School (Japan);Untested;Untested;Untested;;;;;1988;V-System Co.;
ojankoy;Ojanko Yakata (Japan);Untested;Untested;Untested;;;;;1986;V-System Co.;
ojousan;Ojousan (Japan 871204);Untested;Untested;Untested;;;;;1987;Nichibutsu;
olibochu;Oli-Boo-Chu;Untested;Untested;Untested;;;;;1981;Irem + GDI;
omegaf;Omega Fighter;Untested;Untested;Untested;;;;;1989;UPL;
omegrace;Omega Race;Untested;Untested;Untested;;;;;1981;Midway;
oneshot;One Shot One Kill;Untested;Untested;Untested;;;;;;<unknown>;
onna34ro;Onna Sansirou - Typhoon Gal (set 1);Untested;Untested;Untested;;;;;1985;Taito;
openice;2 On 2 Open Ice Challenge (rev 1.21);Untested;Untested;Untested;;;;;1995;Midway;
opwolf;Operation Wolf (US);Untested;OK;OK;;;;;1987;Taito America Corporation;
orangec;Orange Club - Maruhi Kagai Jugyou (Japan 880213);Untested;Untested;Untested;;;;;1988;Daiichi Denshi;
orbit;Orbit;Untested;Untested;Untested;;;;;1978;Atari;
orbitron;Orbitron;Untested;Untested;Untested;;;;;;Signatron USA;
ordyne;Ordyne (Japan);Untested;Untested;Untested;;;;;1988;Namco;
oscar;Psycho-Nics Oscar (US);Untested;Untested;Untested;;;;;1988;Data East USA;
otatidai;Disco Mahjong Otachidai no Okite (Japan);Untested;Untested;Untested;;;;;1995;SPHINX;
othldrby;Othello Derby (Japan);Untested;Untested;Untested;;;;;1995;Sunwise;
othunder;Operation Thunderbolt (World);Untested;OK;OK;;;;;1988;Taito Corporation Japan;
otonano;Otona no Mahjong (Japan 880628);Untested;Untested;Untested;;;;;1988;Apple;
otwalls;Off the Wall (Sente);Untested;Untested;Untested;;;;;1984;Bally/Sente;
outrun;Out Run (set 1);Untested;OK;OK;;;;;1986;Sega;
outzone;Out Zone (set 1);Untested;OK;Untested;;;;;1990;Toaplan;
overdriv;Over Drive;Untested;Untested;Untested;;;;;1990;Konami;
overtop;Over Top;Untested;Untested;Untested;;neogeo;;;1996;ADK;
ozmawars;Ozma Wars (set 1);Untested;Untested;Untested;;;invaders;;1979;SNK;
ozon1;Ozon I;Untested;Untested;Untested;;;;;1983;Proma;
p47aces;P-47 Aces;Untested;Untested;OK;;;;;1995;Jaleco;
pachiten;Medal Mahjong Pachi-Slot Tengoku [BET] (Japan);Untested;Untested;Untested;;;;;1993;Nichibutsu/MIKI SYOUJI/AV JAPAN;
pacland;Pac-Land (set 1);Untested;Untested;OK;;;;;1984;Namco;
pacmania;Pac-Mania;Untested;OK;OK;;;;Fixed! see https://github.com/libretro/mame2003-libretro/issues/22;1987;Namco;
pacnpal;Pac & Pal;Untested;Untested;Untested;;;;;1983;Namco;
pacplus;Pac-Man Plus;Untested;Untested;;;;;;1982;[Namco] (Midway license);
paddlema;Paddle Mania;Untested;Untested;Untested;;;;;1988;SNK;
pairs;Pairs (V1.2, 09/30/94);Untested;Untested;Untested;;;;;1994;Strata/Incredible Technologies;
pairsten;Pairs (System Ten) (Japan 890826);Untested;Untested;Untested;;;;;1989;System Ten;
palamed;Palamedes (Japan);Untested;Untested;Untested;;;;;1990;Taito Corporation;
pandoras;Pandora's Palace;Untested;Untested;Untested;;;;;1984;Konami/Interlogic;
pang;Pang (World);Untested;OK;OK;;;;;1989;Mitchell;
pang3;Pang! 3 (Euro 950511);Untested;OK;OK;;;;;1995;Mitchell;
pangpoms;Pang Poms;Untested;Untested;Untested;;;;;1992;Metro;
panic;Space Panic (version E);Untested;Untested;OK;;;;Having got samples working yet so there is only a sound when you complete the level, no others;1980;Universal;
