File Name;Game Title;Rpi 1 Status;Rpi 2 Status;Rpi 3 Status;Parent;BIOS;Samples;Notes;Year;Manufacturer;Played
contcirc;Continental Circus (World);Untested;Untested;Untested;;;;;1989;Taito Corporation Japan;
contra;Contra (US);Untested;OK;OK;;;;Slows down a little;1987;Konami;
cookbib2;Cookie and Bibi 2;Untested;Untested;Untested;;;;;1996;SemiCom;
cop01;Cop 01 (set 1);Untested;Untested;Untested;;;;;1985;Nichibutsu;
copsnrob;Cops'n Robbers;Untested;Untested;Untested;;;;;1976;Atari;
cosmccop;Cosmic Cop (World);Untested;OK;Untested;;;;;1991;Irem;
cosmica;Cosmic Alien;Untested;Untested;Untested;;;;;1979;Universal;
cosmogng;Cosmo Gang the Video (US);Untested;Untested;Untested;;;;;1991;Namco;
cosmos;Cosmos;Untested;Untested;Untested;;;;;1981;Century Electronics;
cottonbm;Cotton Boomerang;Untested;Untested;Untested;;;;;1998;Success;
cppicf;Cassette: Peter Pepper's Ice Cream Factory (set 1);Untested;Untested;Untested;;;;;1984;DECO;
cprobowl;Cassette: Pro Bowling;Untested;Untested;Untested;;;;;1983;DECO;
cprogolf;Cassette: Pro Golf;Untested;Untested;Untested;;;;;1981;DECO;
cprosocc;Cassette: Pro Soccer;Untested;Untested;Untested;;;;;1983;DECO;
cptennis;Cassette: Pro Tennis;Untested;Untested;Untested;;;;;1982;DECO;
cpzn1;ZN1;Untested;Untested;Untested;;;;;1997;Sony/Capcom;
cpzn2;ZN2;Untested;Untested;Untested;;;;;1997;Sony/Capcom;
cracksht;Crackshot (version 2.0);Untested;Untested;Untested;;;;;1985;Exidy;
crash;Crash;Untested;Untested;Untested;;;;;1979;Exidy;
crater;Crater Raider;Untested;Untested;Untested;;;;;1984;Bally Midway;
crbaloon;Crazy Balloon (set 1);Untested;Untested;Untested;;;;;1980;Taito Corporation;
crgolf;Crowns Golf (set 1);Untested;Untested;Untested;;;;;1984;Nasco Japan;
crimec;Crime City (World);Untested;Untested;Untested;;;;;1989;Taito Corporation Japan;
crimfght;Crime Fighters (US 4 players);Untested;OK;Untested;;;;;1989;Konami;
crospang;Cross Pang;Untested;Untested;Untested;;;;;;Oksan?;
crossbow;Crossbow (version 2.0);Untested;Untested;Untested;;;;;1983;Exidy;
crshrace;Lethal Crash Race (set 1);Untested;Untested;Untested;;;;;1993;Video System Co.;
crsword;Crossed Swords;Untested;Untested;Untested;;neogeo;;;1991;Alpha Denshi Co.;
crush;Crush Roller (Kural Samno);Untested;Untested;Untested;;;;;1981;Kural Samno Electric;
cryptklr;Crypt Killer (ver. UAA);Untested;Untested;Untested;;;;;1995;Konami;
crzrally;Crazy Rally;Untested;Untested;Untested;;;;;1985;Tecfri;
csclub;Capcom Sports Club (Euro 970722);Untested;OK;Untested;;;;;1997;Capcom;
cscrtry;Cassette: Scrum Try (set 1);Untested;Untested;Untested;;;;;1984;DECO;
cshift;Chicken Shift;Untested;Untested;Untested;;;;;1984;Bally/Sente;
csilver;Captain Silver (Japan);Untested;Untested;Untested;;;;;1987;Data East Corporation;
csprint;Championship Sprint (rev 3);Untested;Untested;OK;;;;;1986;Atari Games;
cstlevna;Vs. Castlevania;Untested;Untested;Untested;;;;;1987;Konami;
csuperas;Cassette: Super Astro Fighter;Untested;Untested;Untested;;;;;1981;DECO;
cterrani;Cassette: Terranean;Untested;Untested;Untested;;;;;1981;DECO;
ctisland;Cassette: Treasure Island (set 1);Untested;Untested;Untested;;;;;1981;DECO;
ctomaday;Captain Tomaday;Untested;Untested;Untested;;neogeo;;;1999;Visco;
ctornado;Cassette: Tornado;Untested;Untested;Untested;;;;;1982;DECO;
ctribe;The Combatribes (US);Untested;OK;Untested;;;;;1990;Technos;
ctsttape;Cassette: Test Tape;Untested;Untested;Untested;;;;;1981;DECO;
cubybop;Cuby Bop (Location Test);Untested;Untested;Untested;;;;;;Taito Corporation;
cuebrick;Cue Brick (Japan);Untested;Untested;Untested;;;;;1989;Konami;
curvebal;Curve Ball;Untested;Untested;Untested;;;;;1984;Mylstar;
cutieq;Cutie Q;Untested;Untested;Untested;;;;;1979;Namco;
cvs;CVS Bios;Untested;Untested;Untested;;;;;1981;Century Electronics;
cworld;Capcom World (Japan);Untested;Untested;Untested;;;;;1989;Capcom;
cworld2j;Capcom World 2 (Japan 920611);Untested;OK;Untested;;;;;1992;Capcom;
cybattlr;Cybattler;Untested;Untested;Untested;;;;;1993;Jaleco;
cyberlip;Cyber-Lip;Untested;Untested;Untested;;neogeo;;;1990;SNK;
cybots;Cyberbots: Fullmetal Madness (US 950424);Untested;OK;Untested;;;;;1995;Capcom;
cyvern;Cyvern (Japan);Untested;Untested;Untested;;skns;;;1998;Kaneko;
dadandrn;Kyukyoku Sentai Dadandarn (Japan ver JAA);Untested;Untested;Untested;;;;;1993;Konami;
daioh;Daioh;Untested;OK;Untested;;;;;1993;Athena;
daiskiss;Daisu-Kiss (ver JAA);Untested;Untested;Untested;;;;;1996;Konami;
daitorid;Daitoride;Untested;Untested;Untested;;;;;1995;Metro;
daiyogen;Mahjong Daiyogen (Japan);Untested;Untested;Untested;;;;;1990;Video System Co.;
danceyes;Dancing Eyes (DC1/VER.A);Untested;Untested;Untested;;;;;1996;Namco;
dangar;Dangar - Ufo Robo (12/1/1986);Untested;Untested;Untested;;;;;1986;Nichibutsu;
dangerz;Danger Zone;Untested;Untested;Untested;;;;;1986;Cinematronics;
dangseed;Dangerous Seed (Japan);Untested;Untested;OK;;;;;1989;Namco;
darius;Darius (World);Untested;OK;Untested;;;;;1986;Taito Corporation Japan;
darkplnt;Dark Planet;Untested;Untested;Untested;;;;;1982;Stern;
darkseal;Dark Seal (World revision 3);Untested;OK;OK;;;;;1990;Data East Corporation;
darktowr;Dark Tower;Untested;Untested;Untested;;;;;1992;Game Room;
darkwar;Dark Warrior;Untested;Untested;Untested;;;;;1981;Century Electronics;
darwin;Darwin 4078 (Japan);Untested;OK;Untested;;;;;1986;Data East Corporation;
dazzler;Dazzler;Untested;Untested;Untested;;;;;1982;Century Electronics;
dblaxle;Double Axle (US);Untested;Untested;Untested;;;;;1991;Taito America Corporation;
dblplay;Super Baseball Double Play Home Run Derby;Untested;Untested;Untested;;;;;1987;Leland Corp. / Tradewest;
dbreed;Dragon Breed;Untested;OK;Untested;;;;;1989;Irem;
dbz;Dragonball Z;Untested;OK;Untested;;;;;1993;Banpresto;
dcclub;Dynamic Country Club;Untested;Untested;Untested;;;;;1991;Sega;
dcon;D-Con;Untested;OK;Untested;;;;;1992;Success;
dday;D-Day;Untested;OK;Untested;;;;;1982;Olympia;
ddenlovr;Don Den Lover Vol. 1 (Hong Kong);Untested;Untested;Untested;;;;;1996;Dynax;
ddonpach;DoDonPachi (International);Untested;OK;OK;;;;;1997;Atlus/Cave;
ddragon;Double Dragon (Japan);Untested;OK;Untested;;;;;1987;Technos;
ddragon2;Double Dragon II - The Revenge (World);Untested;OK;OK;;;;;1988;Technos;
ddribble;Double Dribble;Untested;Untested;Untested;;;;;1986;Konami;
ddsom;Dungeons & Dragons: Shadow over Mystara (Euro 960619);Untested;OK;OK;;;;;1996;Capcom;
ddtod;Dungeons & Dragons: Tower of Doom (Euro 940412);Untested;OK;Untested;;;;;1993;Capcom;
ddungeon;Dangerous Dungeons;Untested;Untested;Untested;;;;;1992;East Coast Coin Company (Melbourne);
deadang;Dead Angle;Untested;Untested;Untested;;;;;1988;Seibu Kaihatsu;
deadconx;Dead Connection (World);Untested;Untested;OK;;;;;1992;Taito Corporation Japan;
deadeye;Dead Eye;Untested;Untested;Untested;;;;;1978;Meadows;
defender;Defender (Red label);Untested;OK;OK;;;;;1980;Williams;
demoderb;Demolition Derby;Untested;Untested;Untested;;;;;1984;Bally Midway;
demon;Demon;Untested;Untested;Untested;;;;;1982;Rock-ola;
demoneye;Demoneye-X;Untested;Untested;Untested;;;;;1981;Irem;
demonwld;Demon's World / Horror Story;Untested;Untested;Untested;;;;;1990;Toaplan;
depthch;Depthcharge;Untested;Untested;OK;;;;;1977;Gremlin;
desertgu;Desert Gun;Untested;Untested;Untested;;;;;1977;Midway;
desertwr;Desert War / Wangan Sensou;Untested;Untested;Untested;;;;;1995;Jaleco;
destroyr;Destroyer;Untested;Untested;Untested;;;;;1977;Atari;
devilfsh;Devil Fish;Untested;Untested;Untested;;;;;1982;Artic;
devilw;Devil World;Untested;Untested;Untested;;;;;1987;Konami;
devstors;Devastators (ver. Z);Untested;OK;Untested;;;;;1988;Konami;
devzone;Devil Zone;Untested;Untested;Untested;;;;;1980;Universal;
dfeveron;Dangun Feveron (Japan);Untested;OK;Untested;;;;;1998;Cave (Nihon System license);
dharma;Dharma Doujou;Untested;Untested;Untested;;;;;1994;Metro;
diamond;Diamond Run;Untested;Untested;Untested;;;;;1989;KH Video;
digdug;Dig Dug (set 1);Untested;OK;OK;;;;;1982;Namco;
digdug2;Dig Dug II (New Ver.);Untested;OK;OK;;;;;1985;Namco;
dimahoo;Dimahoo (US 000121);Untested;OK;Untested;;;;;2000;Eighting/Raizing, distributed by Capcom;
dingo;Dingo;Untested;Untested;Untested;;;;;1983;Ashby Computers and Graphics LTD. (Jaleco license);
dino;Cadillacs and Dinosaurs (World 930201);Untested;OK;OK;;;;Some slowdown on the fire levels;1993;Capcom;
dinorex;Dino Rex (World);Untested;Untested;Untested;;;;;1992;Taito Corporation Japan;
dirtfoxj;Dirt Fox (Japan);Untested;Untested;Untested;;;;;1989;Namco;
disco;Disco No.1;Untested;Untested;Untested;;;;;1982;Data East;
diverboy;Diver Boy;Untested;Untested;Untested;;;;;1992;Electronic Devices Italy;
dkong;Donkey Kong (US set 1);Untested;OK;OK;;;;;1981;Nintendo of America;
dkong3;Donkey Kong 3 (US);Untested;OK;OK;;;;;1983;Nintendo of America;
dkongjr;;Untested;OK;OK;;;;;1982;Nintendo of America;
dleague;Dynamite League (Japan);Untested;Untested;Untested;;;;;1990;Taito Corporation;
dockman;Dock Man;Untested;Untested;Untested;;;;;1982;Taito Corporation;
dodgem;Dodgem;Untested;Untested;Untested;;;;;1979;Zaccaria;
dogfgt;Acrobatic Dog-Fight;Untested;Untested;Untested;;;;;1984;Technos;
dogfight;Dog Fight (Thunderbolt);Untested;Untested;Untested;;;;;1983;[Orca] Thunderbolt;
dogpatch;Dog Patch;Untested;Untested;Untested;;;circus;;1977;Midway;
dokaben;Dokaben (Japan);Untested;Untested;Untested;;;;;1989;Capcom;
dokyusei;Mahjong Doukyuusei;Untested;Untested;Untested;;;;;1995;Make Software / Elf / Media Trading;
dokyusp;Mahjong Doukyuusei Special;Untested;Untested;Untested;;;;;1995;Make Software / Elf / Media Trading;
dominos;Dominos;Untested;Untested;Untested;;;;;1977;Atari;
dommy;Dommy;Untested;Untested;Untested;;;;;;Technos;
dondenmj;Don Den Mahjong [BET] (Japan);Untested;Untested;Untested;;;;;1986;Dyna Electronics;
dondokod;Don Doko Don (World);Untested;Untested;Untested;;;;;1989;Taito Corporation Japan;
donpachi;DonPachi (US);Untested;OK;OK;;;;;1995;Atlus/Cave;
dorachan;Dorachan;Untested;Untested;Untested;;;;;1980;Craul Denshi;
dorodon;Dorodon (set 1);Untested;Untested;Untested;;;;;1982;Falcon;
dorunrun;Do! Run Run (set 1);Untested;Untested;Untested;;;;;1984;Universal;
dotrikun;Dottori Kun (new version);Untested;Untested;Untested;;;;;1990;Sega;
dowild;Mr. Do's Wild Ride;Untested;Untested;Untested;;;;;1984;Universal;
downtown;DownTown;Untested;Untested;Untested;;;;;1989;Seta;
dragnblz;Dragon Blaze;Untested;Untested;OK;;;;;2000;Psikyo;
dragngun;Dragon Gun (US);Untested;Untested;Untested;;;;;1993;Data East Corporation;
dragoonj;Dragoon Might (ver JAA);Untested;Untested;Untested;;;;;1995;Konami;
dragrace;Drag Race;Untested;Untested;Untested;;;;;1977;Atari;
dragwld2;Zhong Guo Long II (ver. 100C, China);Untested;Untested;Untested;;pgm;;;1997;IGS;
dremshpr;Dream Shopper;Untested;Untested;Untested;;;;;1982;Sanritsu;
drgnbstr;Dragon Buster;Untested;Untested;Untested;;;;;1984;Namco;
drgnmst;Dragon Master;Untested;Untested;Untested;;;;;1994;Unico;
drgnunit;Dragon Unit / Castle of Dragon;Untested;Untested;Untested;;;;;1989;Seta;
drgpunch;Dragon Punch (Japan);Untested;Untested;Untested;;;;;1989;Dynax;
dribling;Dribbling;Untested;Untested;Untested;;;;;1983;Model Racing;
drifto94;Drift Out '94 - The Hard Order (Japan);Untested;Untested;Untested;;;;;1994;Visco;
driftout;Drift Out (Japan);Untested;Untested;Untested;;;;;1991;Visco;
drivfrcp;Driving Force (Pac-Man conversion);Untested;Untested;Untested;;;;;1984;Shinkai Inc. (Magic Eletronics Inc. licence);
drmario;Vs. Dr. Mario;Untested;Untested;Untested;;;;;1990;Nintendo;
drmicro;Dr. Micro;Untested;Untested;Untested;;;;;1983;Sanritsu;
drtoppel;Dr. Toppel's Adventure (World);Untested;Untested;Untested;;;;;1987;Taito Corporation Japan;
dsaber;Dragon Saber;Untested;Untested;Untested;;;;;1990;Namco;
dsoccr94;Dream Soccer '94;Untested;Untested;Untested;;;;;1994;Irem (Data East Corporation license);
dspirit;Dragon Spirit (new version);Untested;Untested;OK;;;;;1987;Namco;
duckhunt;Vs. Duck Hunt;Untested;Untested;Untested;;;;;1985;Nintendo;
dungeonm;Dungeon Magic (World);Untested;Untested;Untested;;;;;1993;Taito Corporation Japan;
dyger;Dyger (Korea set 1);Untested;OK;Untested;;;;;1989;Philko;
dynablst;Dynablaster (World);Untested;Untested;Untested;;;;;1992;Irem (licensed from Hudson Soft);
dynamski;Dynamic Ski;Untested;Untested;Untested;;;;;1984;Taiyo;
earthjkr;U.N. Defense Force: Earth Joker (Japan);Untested;Untested;Untested;;;;;1993;Visco;
ebases;Extra Bases;Untested;Untested;Untested;;;;;1980;Midway;
ecofghtr;Eco Fighters (World 931203);Untested;OK;Untested;;;;;1993;Capcom;
edf;E.D.F. : Earth Defense Force;Untested;Untested;OK;;;;;1991;Jaleco;
edrandy;The Cliffhanger - Edward Randy (World revision 2);Untested;Untested;Untested;;;;;1990;Data East Corporation;
eggor;Eggor;Untested;Untested;Untested;;;;;1983;Telko;
eggventr;Egg Venture;Untested;Untested;Untested;;;;;1997;The Game Room;
eightfrc;Eight Forces;Untested;Untested;Untested;;;;;1994;Tecmo;
eightman;Eight Man;Untested;Untested;Untested;;neogeo;;;1991;SNK / Pallas;
einnings;Extra Inning;Untested;Untested;Untested;;;;;1978;Midway;
ejihon;Ejihon Tantei Jimusyo;Untested;Untested;Untested;;;;;1995;Sega;
elecyoyo;The Electric Yo-Yo (set 1);Untested;Untested;Untested;;;;;1982;Taito America Corporation;
elevator;Elevator Action;Untested;OK;Untested;;;;;1983;Taito Corporation;
elim2;Eliminator (2 Players, set 1);Untested;Untested;Untested;;;;;1981;Gremlin;
elvactr;Elevator Action Returns (World);Untested;OK;Untested;;;;;1994;Taito Corporation Japan;
embargo;Embargo;Untested;Untested;Untested;;;;;1977;Cinematronics;
emeralda;Emeraldia (Japan Version B);Untested;Untested;Untested;;;;;1993;Namco;
empcity;Empire City: 1931 (bootleg?);Untested;Untested;Untested;;;;;1986;Seibu Kaihatsu;
enforce;Enforce (Japan);Untested;Untested;Untested;;;;;1988;Taito Corporation;
enigma2;Enigma 2;Untested;Untested;Untested;;;;;1981;GamePlan (Zilec Electronics license);
eprom;Escape from the Planet of the Robot Monsters (set 1);Untested;Untested;OK;;;;;1989;Atari Games;
equites;Equites;Untested;Untested;Untested;;;;;1984;Alpha Denshi Co.;
esckids;Escape Kids (Japan 2 Players);Untested;Untested;Untested;;;;;1991;Konami;
espial;Espial (US?);Untested;Untested;Untested;;;;;1983;[Orca] Thunderbolt;
esprade;ESP Ra.De. (International Ver 1998 4/22);Untested;OK;OK;;;;;1998;Atlus/Cave;
eto;Kokontouzai Eto Monogatari (Japan);Untested;Untested;Untested;;;;;1994;Visco;
evilston;Evil Stone;Untested;Untested;Untested;;;;;1990;Spacy Industrial, Ltd.;
excitebk;Vs. Excitebike;Untested;OK;Untested;;;;;1984;Nintendo;
exctsccr;Exciting Soccer;Untested;Untested;Untested;;;;;1983;Alpha Denshi Co.;
exedexes;Exed Exes;Untested;Untested;Untested;;;;;1985;Capcom;
exerion;Exerion;Untested;Untested;Untested;;;;;1983;Jaleco;
exprraid;Express Raider (US);Untested;Untested;Untested;;;;;1986;Data East USA;
extdwnhl;Extreme Downhill (v1.5);Untested;Untested;Untested;;;;;1995;Sammy Industries Japan;
exterm;Exterminator;Untested;Untested;Untested;;;;;1989;Gottlieb / Premier Technology;
extrmatn;Extermination (US);Untested;Untested;Untested;;;;;1987;[Taito] World Games;
exvania;Exvania (Japan);Untested;Untested;Untested;;;;;1992;Namco;
exzisus;Exzisus (Japan);Untested;Untested;Untested;;;;;1987;Taito Corporation;
eyes;Eyes (Digitrex Techstar);Untested;Untested;Untested;;;;;1982;Digitrex Techstar (Rock-ola license);
f1dream;F-1 Dream;Untested;Untested;Untested;;;;;1988;Capcom (Romstar license);
f1en;F1 Exhaust Note;Untested;Untested;Untested;;;;;1991;Sega;
f1gp;F-1 Grand Prix;Untested;Untested;Untested;;;;;1991;Video System Co.;
f1gp2;F-1 Grand Prix Part II;Untested;Untested;Untested;;;;;1992;Video System Co.;
f1gpstar;Grand Prix Star;Untested;Untested;Untested;;;;;1991;Jaleco;
faceoff;Face Off (Japan);Untested;Untested;OK;;;;;1988;Namco;
fantasia;Fantasia;Untested;Untested;Untested;;;;;1994;Comad & New Japan System;
fantasy;Fantasy (US);Untested;Untested;Untested;;;vanguard;;1981;[SNK] (Rock-ola license);
fantland;Fantasy Land;Untested;Untested;Untested;;;;;;Electronic Devices Italy;
fantsia2;Fantasia II;Untested;Untested;Untested;;;;;1997;Comad;
fantsy95;Fantasy '95;Untested;Untested;Untested;;;;;1995;Hi-max Technology Inc.;
fantzone;Fantasy Zone (Japan New Ver.);Untested;OK;Untested;;;;;1986;Sega;
fastlane;Fast Lane;Untested;Untested;Untested;;;;;1987;Konami;
fatfursp;Fatal Fury Special / Garou Densetsu Special (set 1);Untested;Untested;Untested;;neogeo;;;1993;SNK;
fatfury1;Fatal Fury - King of Fighters / Garou Densetsu - shukumei no tatakai;Untested;Untested;Untested;;neogeo;;;1991;SNK;
fatfury2;Fatal Fury 2 / Garou Densetsu 2 - arata-naru tatakai;Untested;Untested;Untested;;neogeo;;;1992;SNK;
fatfury3;Fatal Fury 3 - Road to the Final Victory / Garou Densetsu 3 - haruka-naru tatakai;Untested;Untested;Untested;;neogeo;;;1995;SNK;
fax;Fax;Untested;Untested;Untested;;;;;1983;Exidy;
fbfrenzy;Football Frenzy;Untested;Untested;Untested;;neogeo;;;1992;SNK;
ffight;Final Fight (World);Untested;OK;OK;;;;;1989;Capcom;
fghtatck;Fighter & Attacker (US);Untested;Untested;Untested;;;;;1992;Namco;
fgtlayer;Fighting Layer (FTL1/VER.A);Untested;Untested;Untested;;;;;1998;Arika/Namco;
fhawk;Fighting Hawk (World);Untested;Untested;Untested;;;;;1988;Taito Corporation Japan;
fieldday;Field Day;Untested;Untested;Untested;;;;;1984;Taito Corporation;
fightfev;Fight Fever (set 1);Untested;Untested;Untested;;neogeo;;;1994;Viccom;
fightrol;Fighting Roller;Untested;Untested;Untested;;;;;1983;[Kaneko] (Taito license);
finalb;Final Blow (World);Untested;Untested;Untested;;;;;1988;Taito Corporation Japan;
finallap;Final Lap (Rev E);Untested;Untested;Untested;;;;;1987;Namco;
findout;Find Out;Untested;Untested;Untested;;;;;1987;Elettronolo;
finehour;Finest Hour (Japan);Untested;OK;Untested;;;;;1989;Namco;
firebarr;Fire Barrel (Japan);Untested;Untested;Untested;;;;;1993;Irem;
firebatl;Fire Battle;Untested;Untested;Untested;;;;;1984;Taito;
fireone;Fire One;Untested;Untested;Untested;;;;;1979;Exidy;
fireshrk;Fire Shark;Untested;Untested;Untested;;;;;1990;Toaplan;
firetrap;Fire Trap (US);Untested;Untested;Untested;;;;;1986;Data East USA;
fitegolf;Fighting Golf (World?);Untested;Untested;Untested;;;;;1988;SNK;
flashgal;Flashgal;Untested;Untested;Untested;;;;;1985;Sega;
flicky;Flicky (128k Ver.);Untested;Untested;Untested;;;;;1984;Sega;
flipshot;Battle Flip Shot;Untested;Untested;OK;;neogeo;;;1998;Visco;
flower;Flower;Untested;Untested;Untested;;;;;1986;Komax;
flstory;The FairyLand Story;Untested;Untested;Untested;;;;;1985;Taito;
flyball;Flyball;Untested;Untested;Untested;;;;;1976;Atari;
fncywld;Fancy World - Earth of Crisis;Untested;Untested;Untested;;;;;1996;Unico;
fnkyfish;Funky Fish;Untested;Untested;Untested;;;;;1981;Sun Electronics;
foodf;Food Fight (rev 3);Untested;Untested;OK;;;;sprite turns slower than normal;1982;Atari;
footchmp;Football Champ (World);Untested;Untested;Untested;;;;;1990;Taito Corporation Japan;
forgottn;Forgotten Worlds (US);Untested;OK;Untested;;;;;1988;Capcom;
formatz;Formation Z;Untested;Untested;Untested;;;;;1984;Jaleco;
fourtrax;Four Trax;Untested;Untested;Untested;;;;;1989;Namco;
freeze;Freeze;Untested;Untested;Untested;;;;;1984;Cinematronics;
frenzy;Frenzy;Untested;Untested;Untested;;;berzerk;;1982;Stern;
friskyt;Frisky Tom (set 1);Untested;Untested;Untested;;;;;1981;Nichibutsu;
frogger;Frogger;Untested;OK;OK;;;;;1981;Konami;
frogs;Frogs;Untested;Untested;Untested;;;;;1978;Gremlin;
fromanc2;Taisen Idol-Mahjong Final Romance 2 (Japan);Untested;Untested;Untested;;;;;1995;Video System Co.;
fromanc4;Taisen Mahjong FinalRomance 4 (Japan);Untested;Untested;Untested;;;;;1998;Video System Co.;
fromance;Idol-Mahjong Final Romance (Japan);Untested;Untested;Untested;;;;;1991;Video System Co.;
fromancr;Taisen Mahjong FinalRomance R (Japan);Untested;Untested;Untested;;;;;1995;Video System Co.;
frontlin;Front Line;Untested;Untested;Untested;;;;;1982;Taito Corporation;
fround;The Final Round (version M);Untested;Untested;Untested;;;;;1988;Konami;
fshark;Flying Shark (World);Untested;Untested;Untested;;;;;1987;[Toaplan] Taito Corporation;
fstarfrc;Final Star Force (US);Untested;Untested;Untested;;;;;1992;Tecmo;
ftsoccer;Fighting Soccer;Untested;Untested;Untested;;;;;1988;SNK;
funkybee;Funky Bee;Untested;Untested;Untested;;;;;1982;Orca;
funkyjet;Funky Jet;Untested;Untested;Untested;;;;;1992;[Data East] (Mitchell license);
funnymou;Funny Mouse;Untested;Untested;Untested;;;;;1982;Chuo Co. Ltd;
funybubl;Funny Bubble;Untested;Untested;Untested;;;;;1999;Comad;
futspy;Future Spy;Untested;Untested;Untested;;;zaxxon;;1984;Sega;
ga2;Golden Axe: The Revenge of Death Adder (US);Untested;Untested;OK;;;;"""incomplete video emulation"", but seems ok";1992;Sega;
gaia;Gaia Crusaders;Untested;Untested;Untested;;;;;1999;Noise Factory;
gaiapols;Gaiapolis (Japan ver JAF);Untested;Untested;Untested;;;;;1993;Konami;
gakupara;Quiz Gakuen Paradise (Japan);Untested;Untested;Untested;;;;;1991;NMK;
gakusai;Mahjong Gakuensai (Japan);Untested;Untested;Untested;;;;;1997;MakeSoft;
gakusai2;Mahjong Gakuensai 2 (Japan);Untested;Untested;Untested;;;;;1998;MakeSoft;
gal10ren;Mahjong Gal 10-renpatsu (Japan);Untested;Untested;Untested;;;;;1993;FUJIC;
galaga88;Galaga '88 (set 1);Untested;Untested;OK;;;;Fixed! see https://github.com/libretro/mame2003-libretro/issues/22;1987;Namco;
galaxian;Galaxian (Namco set 1);Untested;OK;OK;;;;;1979;Namco;
galaxyfg;Galaxy Fight - Universal Warriors;Untested;Untested;Untested;;neogeo;;;1995;Sunsoft;
galaxygn;Galaxy Gunners;Untested;Untested;Untested;;;;;1989;Electronic Devices Italy;
galhustl;Gals Hustler;Untested;Untested;Untested;;;;;1997;ACE International;
galivan;Galivan - Cosmo Police (12/16/1985);Untested;Untested;Untested;;;;;1985;Nichibutsu;
galkaika;Mahjong Gal no Kaika (Japan);Untested;Untested;Untested;;;;;1989;Nichibutsu/T.R.TEC;
galkoku;Mahjong Gal no Kokuhaku (Japan);Untested;Untested;Untested;;;;;1989;Nichibutsu/T.R.TEC;
galmedes;Galmedes (Japan);Untested;Untested;Untested;;;;;1992;Visco;
galpani4;Gals Panic 4 (Japan);Untested;Untested;Untested;;skns;;;1996;Kaneko;
galpanic;Gals Panic (set 1);Untested;Untested;Untested;;;;;1990;Kaneko;
galpanis;Gals Panic S - Extra Edition (Japan);Untested;Untested;Untested;;skns;;;1997;Kaneko;
galpans2;Gals Panic S2 (Japan);Untested;Untested;Untested;;skns;;;1999;Kaneko;
galspnbl;Gals Pinball;Untested;Untested;Untested;;;;;1996;Comad;
galxwars;Galaxy Wars (Universal set 1);Untested;Untested;Untested;;;invaders;;1979;Universal;
gametngk;The Game Paradise - Master of Shooting! / Game Tengoku - The Game Paradise;Untested;Untested;Untested;;;;;1995;Jaleco;
gangwars;Gang Wars (US);Untested;Untested;Untested;;;;;1989;Alpha Denshi Co.;
ganryu;Musashi Ganryuuki;Untested;Untested;Untested;;neogeo;;;1999;Visco;
gaplus;Gaplus (rev. D);Untested;Untested;Untested;;;galaga;;1984;Namco;
garou;Garou - Mark of the Wolves (set 1);Untested;Untested;Untested;;neogeo;;;1999;SNK;
garyoret;Garyo Retsuden (Japan);Untested;Untested;Untested;;;;;1987;Data East Corporation;
gaunt2;Gauntlet II;Untested;OK;OK;;;;;1986;Atari Games;
gauntlet;Gauntlet (rev 14);Untested;OK;OK;;;;;1985;Atari Games;
gbusters;Gang Busters;Untested;Untested;Untested;;;;;1988;Konami;
gcpinbal;Grand Cross;Untested;Untested;Untested;;;;;1994;Excellent System;
geebee;Gee Bee;Untested;Untested;Untested;;;;;1978;Namco;
gekiretu;Quiz Gekiretsu Scramble (Japan);Untested;Untested;Untested;;;;;1992;Face;
gekirido;Gekirindan (Japan);Untested;Untested;Untested;;;;;1995;Taito Corporation;
gemini;Gemini Wing;Untested;Untested;Untested;;;;;1987;Tecmo;
genix;Genix Family;Untested;Untested;Untested;;;;;1994;NIX;
genpeitd;Genpei ToumaDen;Untested;Untested;Untested;;;;;1986;Namco;
gfire2;Golden Fire II;Untested;Untested;Untested;;;;;1992;Topis Corp;
gghost;Goalie Ghost;Untested;Untested;Untested;;;;;1984;Bally/Sente;
ghostb;The Real Ghostbusters (US 2 Players);Untested;Untested;Untested;;;;;1987;Data East USA;
ghouls;Ghouls'n Ghosts (World);Untested;OK;OK;;;;;1988;Capcom;
ghox;Ghox;Untested;Untested;Untested;;;;;1991;Toaplan;
gigandes;Gigandes;Untested;Untested;Untested;;;;;1989;East Technology;
gigawing;Giga Wing (US 990222);Untested;OK;OK;;;;;1999;Capcom, supported by Takumi;
gijoe;GI Joe (World);Untested;Untested;Untested;;;;;1992;Konami;
gimeabrk;Gimme A Break;Untested;Untested;Untested;;;;;1985;Bally/Sente;
ginganin;Ginga NinkyouDen;Untested;Untested;Untested;;;;;1987;Jaleco;
ginkun;Ganbare Ginkun;Untested;Untested;Untested;;;;;1995;Tecmo;
gionbana;Gionbana (Japan 890120);Untested;Untested;Untested;;;;;1989;Nichibutsu;
gladiatr;Gladiator (US);Untested;Untested;Untested;;;;;1986;Taito America Corporation;
glass;Glass;Untested;Untested;Untested;;;;;1993;Gaelco;
glfgreat;Golfing Greats;Untested;Untested;Untested;;;;;1991;Konami;
gmissile;Guided Missile;Untested;Untested;Untested;;;;;1977;Midway;
goalx3;Goal! Goal! Goal!;Untested;Untested;Untested;;neogeo;;;1995;Visco;
gogomile;Go Go! Mile Smile;Untested;Untested;Untested;;;;;1995;Fuuki;
